Sample_Name	dataset	country	year	source	sample_type	sample	infectionStatus	strain	lineage	CG_name	ST_Jul22	YBT	CLB	IRO	IUC	Ybt_insertion	YbST	ICEKp	KpZM	YBT_lineage	CLB_lineage	clbJ/K_fusion	transposase
ERR025674	Holt et al.	Vietnam	2008	human	liver	liver	infection	71M	KpI	n/a	806	ybt	-	iro	-	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR025638	Holt et al.	Vietnam	2009	human	sterile	blood_sterile	infection	09-2006m	KpI	n/a	828	ybt	-	iro	iuc	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR025116	Holt et al.	Singapore	2004	human	respiratory	respiratory	infection	DM17337/04	KpI	n/a	828	ybt	-	iro	iuc	4	274	?	present	15	NA	NA	NA
ERR025633	Holt et al.	Vietnam	2009	human	respiratory	respiratory	infection	09-332B	KpI	n/a	967	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024819	Holt et al.	Australia	2001	human	urine	urine	infection	AJ034	KpI	CG29	1109	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024821	Holt et al.	Australia	2001	human	urine	urine	infection	AJ048	KpI	CG29	1109	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024838	Holt et al.	Australia	2001	human	urine	urine	infection	AJ064	KpI	CG29	1109	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025538	Holt et al.	Laos	2003	human	sterile	blood_sterile	infection	UI 3324	KpI	CG231	1190	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025561	Holt et al.	Vietnam	2005	human	intestinal	intestinal	carriage	K228An	KpI	n/a	1269	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025998	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	2024	KpI	n/a	1411	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024850	Holt et al.	Australia	2002	human	respiratory	respiratory	infection	AJ156	KpI	CG34	1454	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025107	Holt et al.	Australia	2002	human	urine	urine	infection	AJ229	KpI	n/a	1777	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024852	Holt et al.	Australia	2002	human	sterile	blood_sterile	infection	AJ170	KpI	CG37	1779	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025490	Holt et al.	Vietnam	2005	human	intestinal	intestinal	infection	C-017-I-a-1	KpII	n/a	1795	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025507	Holt et al.	Vietnam	2007	human	intestinal	intestinal	infection	033-CAZ-1	KpII	n/a	1822	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025586	Holt et al.	Laos	2007	human	sterile	blood_sterile	NA	UI 9552	KpII	n/a	1887	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025535	Holt et al.	Laos	2002	human	sterile	blood_sterile	infection	UI 2213	KpI	CG35	1948	ybt	-	-	iuc	1	171	ICEKp3	absent	9	NA	NA	NA
ERR024834	Holt et al.	Australia	2002	human	respiratory	respiratory	unknown	AJ135	KpIII	n/a	1980	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025543	Holt et al.	Singapore	2002	human	sterile	blood_sterile	infection	DR19891/02	KpI	CG66	2039	ybt	clb	iro	iuc	3	41	ICEKp10	present	12	1	yes	no
ERR025478	Holt et al.	Vietnam	2004	human	intestinal	intestinal	carriage	K77An	KpI	n/a	2054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025483	Holt et al.	Vietnam	2007	human	respiratory	respiratory	infection	UV1714	KpI	n/a	2054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025515	Holt et al.	USA	2008	human	liver	liver	infection	Kp-Miami	KpI	CG66	2058	ybt	clb	iro	iuc	1	317	ICEKp10	present	12	1	no	no
ERR025505	Holt et al.	Vietnam	2007	human	intestinal	intestinal	carriage	015-CN-2	KpI	n/a	2108	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025509	Holt et al.	Vietnam	2007	human	intestinal	intestinal	infection	073-CN-2	KpII	n/a	2109	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR026001	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	1522	KpI	n/a	2110	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025664	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	1585	KpI	n/a	2112	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025665	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	1586	KpI	n/a	2112	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025992	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	1824	KpI	CG661	2113	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025463	Holt et al.	Vietnam	2008	human	sterile	blood_sterile	NA	1892m	KpIII	n/a	2114	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025499	Holt et al.	Vietnam	2005	human	intestinal	intestinal	carriage	A-003-I-a-1	KpI	n/a	2115	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024824	Holt et al.	Australia	2001	human	sterile	blood_sterile	infection	AJ006	KpI	CG253	2116	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024827	Holt et al.	Australia	2001	human	sterile	blood_sterile	NA	AJ027	KpIII	n/a	2117	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024828	Holt et al.	Australia	2001	human	urine	urine	infection	AJ031	KpI	n/a	2118	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024830	Holt et al.	Australia	2001	human	urine	urine	unknown	AJ055	KpII	n/a	2119	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025098	Holt et al.	Australia	2002	human	sterile	blood_sterile	infection	AJ214	KpI	n/a	2120	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025105	Holt et al.	Australia	2002	human	urine	urine	infection	AJ218	KpI	n/a	2121	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025102	Holt et al.	Australia	2002	human	sterile	blood_sterile	NA	AJ292	KpIII	n/a	2122	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025103	Holt et al.	Australia	2002	human	sterile	blood_sterile	infection	AJ299	KpI	n/a	2123	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025489	Holt et al.	Vietnam	2005	human	intestinal	intestinal	carriage	B-013-I-a-2	KpI	n/a	2124	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025556	Holt et al.	Vietnam	2005	human	intestinal	intestinal	infection	K263An	KpII	n/a	2125	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025481	Holt et al.	Vietnam	2009	human	respiratory	respiratory	unknown	BAL073	KpII	n/a	2125	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025491	Holt et al.	Vietnam	2005	human	intestinal	intestinal	carriage	D-022-I-b-1	KpI	n/a	2126	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025112	Holt et al.	Singapore	2008	human	urine	urine	infection	DU46543/08	KpI	CG133	2127	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025511	Holt et al.	Vietnam	2006	human	intestinal	intestinal	carriage	EW-20-R-MAG-1	KpI	n/a	2128	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025502	Holt et al.	Vietnam	2006	human	intestinal	intestinal	carriage	EW-29-R-MAG	KpI	n/a	2129	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025504	Holt et al.	Vietnam	2006	human	intestinal	intestinal	carriage	EW-44-R-MAG-1	KpI	CG36	2130	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025514	Holt et al.	Vietnam	2006	human	intestinal	intestinal	infection	EW-60-R-MAG-2	KpII	n/a	2131	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025518	Holt et al.	Vietnam	2006	human	intestinal	intestinal	carriage	EW-67-R-MAC	KpI	n/a	2132	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025559	Holt et al.	Vietnam	2005	human	intestinal	intestinal	infection	K215Ax	KpII	n/a	2133	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025560	Holt et al.	Vietnam	2005	human	unknown	unknown	NA	K222Ca	KpII	n/a	2133	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025497	Holt et al.	Vietnam	2005	human	respiratory	respiratory	carriage	K296N	KpI	n/a	2136	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025476	Holt et al.	Vietnam	2004	human	intestinal	intestinal	infection	K38An	KpII	n/a	2137	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025480	Holt et al.	Vietnam	2007	human	respiratory	respiratory	unknown	NCSR130	KpII	n/a	2138	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025573	Holt et al.	Laos	2009	human	sterile	blood_sterile	infection	Pus 13542	KpIII	n/a	2139	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025155	Holt et al.	USA	2005	bovine	sterile	blood_sterile	infection	QMP M1-218	KpI	n/a	2140	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025140	Holt et al.	USA	2006	human	sterile	blood_sterile	infection	QMP M1-771	KpI	CG34	2141	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025581	Holt et al.	Laos	unknown	human	sterile	blood_sterile	infection	UI 14245	KpI	n/a	2142	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025537	Holt et al.	Laos	2002	human	sterile	blood_sterile	NA	UI 2877	KpII	n/a	2143	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025528	Holt et al.	Laos	2003	human	sterile	blood_sterile	NA	UI 4256	KpII	n/a	2144	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025585	Holt et al.	Laos	2006	human	sterile	blood_sterile	infection	UI 8601	KpI	n/a	2145	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025612	Holt et al.	USA	2007	human	intestinal biopsy	intestinal	unknown	QMP M1-980	KpI	n/a	5002	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025593	Holt et al.	USA	2007	human	intestinal biopsy	intestinal	unknown	QMP M1-967	KpI	n/a	5003	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025671	Holt et al.	Vietnam	2008	human	sterile	blood_sterile	NA	08-109P	KpIII	n/a	5104	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025584	Holt et al.	Laos	2006	human	sterile	blood_sterile	NA	UI 7631	KpII	n/a	5105	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025608	Holt et al.	USA	2005	environment	environment	environment	NA	QMP M1-418	KpI	n/a	5106	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025614	Holt et al.	USA	2005	environment	environment	environment	NA	QMP M1-414	KpI	CG322	5107	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025676	Holt et al.	Vietnam	2008	human	liver	liver	infection	24m	KpI	CG25	5124	ybt	-	iro	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR024837	Holt et al.	Australia	2001	human	respiratory	respiratory	infection	AJ056	KpI	n/a	5134	ybt	-	-	-	plasmid	30	plasmid	absent	4	NA	NA	NA
ERR025644	Holt et al.	Vietnam	2009	human	sterile	blood_sterile	infection	09-2801m	KpI	n/a	5135	ybt	-	iro	-	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR025470	Holt et al.	Vietnam	2007	human	sterile	blood_sterile	infection	07-2034m 	KpI	n/a	5136	ybt	clb	iro	iuc	1	46	ICEKp10	present	1	2	no?	no?
ERR025582	Holt et al.	Laos	2009	human	sterile	blood_sterile	infection	UI 15398	KpI	CG34	5137	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
ERR025596	Holt et al.	USA	2007	human	urine	urine	infection	QMP M1-891	KpI	CG45	5138	ybt	-	-	-	1	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR024851	Holt et al.	Australia	2002	human	urine	urine	infection	AJ158	KpI	n/a	5141	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025982	Holt et al.	USA	2007	human	urine	urine	infection	QMP M1-888	KpIII	n/a	5142	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025631	Holt et al.	USA	2006	bovine	sterile	blood_sterile	infection	QMP Z4-726	KpII	n/a	5183	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025666	Holt et al.	USA	2006	bovine	sterile	blood_sterile	infection	QMP Z4-712	KpI	n/a	5184	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024818	Holt et al.	Australia	2001	human	respiratory	respiratory	infection	AJ033	KpI	n/a	5219	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025641	Holt et al.	Vietnam	2009	human	sterile	blood_sterile	infection	09-2072m	KpI	n/a	5220	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR024854	Holt et al.	Australia	2002	human	urine	urine	infection	AJ188	KpI	n/a	5221	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025647	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	1523	KpI	n/a	5228	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025667	Holt et al.	Indonesia	2005	human	sterile	blood_sterile	infection	1612	KpI	CG36	5229	ybt	clb	iro	iuc	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR025601	Holt et al.	USA	2007	human	intestinal biopsy	intestinal	carriage	QMP M1-963	KpI	n/a	5263	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025613	Holt et al.	USA	2005	bovine	intestinal	intestinal	carriage	QMP M1-029	KpI	n/a	5264	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025610	Holt et al.	USA	2007	human	intestinal biopsy	intestinal	carriage	QMP M1-975	KpI	n/a	5297	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR025618	Holt et al.	USA	2007	bovine	intestinal	intestinal	carriage	QMP M2-484	KpI	n/a	5298	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082370	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH29	KpI	CG17/20	20	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082371	Lee et al.	Singapore	2013-2015	human	liver	liver	infection	NUH24	KpI	CG23	23	-	clb	iro	iuc	NA	NA	ICEKp10*-ybt	present	NA	2	no	no
SRR5082373	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH01	KpI	CG23	23	ybt	clb	iro	iuc	1	48	ICEKp10	present	1	2	no	no
SRR5082380	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH02	KpI	CG23	23	ybt	clb	iro	iuc	1	45	ICEKp10	present	1	2	no	no
SRR5082361	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH15	KpI	CG23	23	ybt	clb	iro	iuc	1	52	ICEKp10	present	1	2	no	no
SRR5082364	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH16	KpI	CG23	23	ybt	clb	iro	iuc	1	52	ICEKp10	present	1	2	no	no
SRR5082367	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH17	KpI	CG23	23	ybt	clb	iro	iuc	1	44	ICEKp10	present	1	2	?	?
SRR5082369	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH19	KpI	CG23	23	ybt	-	iro	iuc	1	170	ICEKp3	absent	8	NA	NA	NA
SRR5082362	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH23	KpI	CG23	23	ybt	-	iro	iuc	1	169	ICEKp3	absent	8	NA	NA	NA
SRR5082377	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH27	KpI	CG23	23	ybt	clb	iro	iuc	1	47	ICEKp10	present	1	2	no	no
SRR5082378	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	SGH05	KpI	CG23	23	ybt	clb	iro	iuc	1	47	ICEKp10	present	1	2	no	no
SRR5082357	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	SGH10	KpI	CG23	23	ybt	clb	iro	iuc	1	53	ICEKp10	present	1	2	no	no
SRR5082363	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	SGH07	KpI	n/a	60	ybt	-	iro	-	3	324	ICEKp1	absent	2	NA	NA	NA
SRR5082368	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH03	KpI	CG65	65	ybt	clb	iro	iuc	2/4?	234	ICEKp10	present	17	3	no	no
SRR5082366	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH36	KpI	CG111	111	ybt	-	iro	-	plasmid	65	plasmid	absent	4	NA	NA	NA
SRR5082358	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	TTSH0	KpI	CG86	373	ybt	-	iro	-	3	202	ICEKp3	absent	9	NA	NA	NA
SRR5082356	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	TTSH1	KpI	CG380	380	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082372	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH11	KpI	n/a	399	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082365	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH28	KpI	CG34	592	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082360	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH09	KpI	n/a	660	ybt	-	iro	iuc	1	9	ICEKp6	absent	5	NA	NA	NA
SRR5082381	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	TTSH1	KpI	n/a	828	ybt	-	iro	iuc	4	274	?	present	15	NA	NA	NA
SRR5082374	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH08	KpI	CG23	887	ybt	clb	iro	iuc	1	46	ICEKp10	present	1	2	no	no
SRR5082359	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	SGH04	KpI	CG23	887	ybt	clb	iro	iuc	1	159	ICEKp10	present	1	2	no	no
SRR5082376	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH26	KpI	n/a	1049	ybt	-	iro	iuc	?	8	?	absent	5	NA	NA	NA
SRR5082375	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	TTSH0	KpII	n/a	2037	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR5082379	Lee et al.	Singapore	2013-2015	human	liver abscess	liver	infection	NUH04	KpI	CG66	2039	ybt	clb	iro	iuc	3	42	ICEKp10	present	12	1	yes	no
NCTC5056	NCTC	unknown	1934	human	pneumonia	respiratory	infection	F 10	KpI	CG3	3	ybt	clb	-	-	4	128	ICEKp10	present	12	1	no	no
NCTC8849	NCTC	UK	1951	human	respiratory	respiratory	unknown	Leather 15369/51	KpI	CG3	3	ybt	clb	-	iuc	4	127	ICEKp10	present	12	1	yes	no
NCTC10246	NCTC	USA	1948	unknown	unknown	unknown	unknown	AMC 35-A-3	KpI	CG3	3	ybt	clb	-	-	4	128	ICEKp10	present	12	1	no	no
NCTC204	NCTC	UK	1920	unknown	unknown	unknown	unknown	Lister	KpI	CG3	3	ybt	clb	-	-	4	129	ICEKp10	present	12	1	no	no
NCTC9632	NCTC	USA	1955	unknown	unknown	unknown	unknown	3031/49	KpI	CG3	3	ybt	clb	-	iuc	4	126	ICEKp10	present	12	1	no	no
NCTC9635	NCTC	USA	1955	unknown	unknown	unknown	unknown	985/53	KpI	CG3	3	ybt	clb	-	iuc	4	126	ICEKp10	present	12	1	no	no
NCTC9637	NCTC	USA	1955	unknown	unknown	unknown	unknown	3272/53	KpI	CG3	3	ybt	clb	-	iuc	4	130	ICEKp10	present	12	1	no	no
NCTC11682	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	P13	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13443	NCTC	UK	2009	unknown	unknown	unknown	unknown	CCUG 68728	KpI	CG14/15	14	ybt	-	-	-	1	140	ICEKp5	absent	14	NA	NA	NA
NCTC9494	NCTC	USA	1954	human	sputum	respiratory	infection	4428-53	KpI	CG23	23	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9127	NCTC	USA	1933	food	ice cream	Food	NA	Strain 99 (NCTC4140)	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9504	NCTC	USA	1954	human	post-operative infection	post-operative infection	infection	367-54	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11692	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I8	KpI	CG29	29	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11687	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I3	KpI	CG34	34	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11675	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	P2	KpI	CG35	35	-	-	-	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11688	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I4	KpI	CG35	35	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11674	NCTC	unknown	1979	unknown	unknown	unknown	unknown	unknown	KpI	ST48	48	ybt	clb	-	-	3	289	ICEKp10	present	17	3	no	no
NCTC11680	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	P11	KpI	ST48	48	ybt	-	-	-	4	81	ICEKp4	absent	10	NA	NA	NA
NCTC13439	NCTC	Italy	2006	unknown	unknown	unknown	unknown	unknown	KpI	n/a	54	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9660	NCTC	USA	1955	unknown	unknown	unknown	unknown	1352/53	KpI	n/a	60	ybt	-	iro	-	3/1?	323	ICEKp1	absent	2	NA	NA	NA
NCTC1936	NCTC	Indonesia	1925	human	nose	respiratory	infection	ATCC 6908	KpI	n/a	67	ybt	-	iroC	iuc	1	310	ICE_rhino	present	11	NA	NA	NA
NCTC5046	NCTC	Indonesia	1934	human	nose	respiratory	infection	ATCC 13884	KpI	n/a	67	ybt	-	iroC	iuc	1	307	ICE_rhino	present	11	NA	NA	NA
NCTC7799	NCTC	UK	1948	human	nose	respiratory	infection	BSI 36208	KpI	n/a	67	ybt	-	iroC	iuc	1	308	ICE_rhino	present	11	NA	NA	NA
NCTC5047	NCTC	Indonesia	1934	human	nose	respiratory	unknown	R 73	KpI	n/a	67	ybt	-	-	iuc	1	311	ICE_rhino	present	11	NA	NA	NA
NCTC11679	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	P10	KpI	CG490	76	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC8839	NCTC	unknown	1951	human	sputum	respiratory	infection	Z 9969	KpI	ST82	82	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC5054	NCTC	unknown	1937	human	pnuemonia	respiratory	unknown	ATCC 13886	KpI	ST82	82	-	-	iroD	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC10213	NCTC	USA	1960	human	throat	throat	carriage	CDC 1548-58	KpI	ST82	82	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC12463	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	M162	KpI	ST82	82	-	-	iroD	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC5057	NCTC	unknown	1934	unknown	unknown	unknown	unknown	F1 A	KpI	ST82	82	-	-	iroD	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13635	NCTC	unknown	unknown	cow's milk	cow's milk	"dairy product, cow's milk"	unknown	ATCC 4352	KpI	CG86	86	ybt	-	-	-	3	218	ICEKp3	absent	9	NA	NA	NA
NCTC9128	NCTC	unknown	unknown	human	urine	urine	unknown	KLEB 1015	KpI	CG86	86	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC7427	NCTC	unknown	1948	unknown	unknown	unknown	unknown	ATCC 10031	KpI	CG86	86	ybt	-	-	-	3	217	ICEKp3	absent	9	NA	NA	NA
NCTC9662	NCTC	USA	1955	human	sputum	respiratory	infection	1289/54	KpI	CG90	91	-	-	iroCD	iuc	NA	NA	NA	NA	NA	NA	NA	NA
NCTC8883	NCTC	unknown	1952	human	sputum	respiratory	unknown	Ipswich 932	KpI	CG90	91	ybt	-	-	iuc	1	319	ICEKp4	present	10	NA	NA	NA
NCTC9661	NCTC	USA	1955	human	sputum	respiratory	unknown	4099/53	KpI	CG90	91	ybt	-	iroD	iuc	1	296	ICEKp12	present	16	NA	NA	NA
NCTC5050	NCTC	Indonesia	1931	human	nose	unknown	unknown	O3	KpI	CG90	91	ybt	-	-	iuc	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
NCTC10313	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	3828	KpI	CG90	91	ybt	-	-	iuc	1	101	ICEKp4	present	10	NA	NA	NA
NCTC5052	NCTC	Netherlands	1934	unknown	unknown	unknown	unknown	ATCC 11298	KpI	CG90	91	ybt	-	-	iuc	4	115	ICEKp12	present	10	NA	NA	NA
NCTC5053	NCTC	unknown	1934	unknown	unknown	unknown	unknown	O 45	KpI	CG90	91	ybt	-	iroCD	iuc	1	286	ICEKp12	present	16	NA	NA	NA
NCTC9657	NCTC	unknown	1955	unknown	respiratory tract	respiratory	unknown	ATCC 13885	KpI	CG90	93	ybt	-	-	iuc	4	75	ICEKp4	absent	10	NA	NA	NA
NCTC10004	NCTC	USA	1958	human	urine	urine	unknown	K 390	KpI	n/a	116	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11684	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	P15	KpI	n/a	150	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC9132	NCTC	Denmark	1952	human	urine	urine	unknown	KLEB 313	KpI	n/a	163	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11693	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	I9	KpI	n/a	215	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC13438	NCTC	UK	2007	unknown	unknown	unknown	unknown	unknown	KpI	CG258	258	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
NCTC11676	NCTC	unknown	unknown	unknown	unknown	unknown	unknown	P5	KpI	n/a	290	-	-	-	iuc	NA	NA	NA	NA	NA	NA	NA	NA
